15554	14906	0.94
15554	21086	0.29
15554	8608	0.15
15554	3901	0.94
15554	14330	0.47
15554	10019	0.98
15554	4633	0.29
15554	188	0.14
15554	5303	0.82
15554	10733	0.51
15554	8882	0.17
15554	8217	0.67
15554	23566	0.94
15554	18510	0.68
15554	26232	0.07
15554	31676	0.29
15554	11971	0.35
15554	28820	0.09
15554	1311	0.44
15554	9705	0.92
15554	5598	0.27
15554	3619	0.53
15554	4458	0.07
15554	8554	0.43
15554	10179	0.19
15554	18149	0.37
15554	9447	0.15
15554	15537	0.12
15554	19611	0.78
15554	16526	0.56
15554	3248	0.06
15554	3541	0.22
15554	10305	0.06
15554	12021	0.19
15554	14061	0.14
15554	5060	0.77
15554	2613	0.21
15554	9996	0.14
15554	14248	0.78
15554	13447	0.69
15554	8340	0.84
15554	21154	0.51
15554	11619	0.76
11196	10341	0.31
11196	26557	0.99
11196	12123	0.87
11196	7142	0.24
11196	10462	0.81
11196	23898	0.87
11196	13426	0.48
11196	5507	0.19
11196	354	0.98
11196	7133	0.24
11196	3064	0.84
11196	31889	0.39
11196	13127	0.25
11196	11230	0.38
11196	11953	0.73
4371	26775	0.77
4371	182	0.85
4371	115	0.48
4371	3714	0.21
4371	12695	0.48
11906	13490	0.34
11906	4826	0.95
11906	12380	0.79
11906	12982	0.45
11906	27509	0.51
18231	14762	0.94
18231	2756	0.34
18231	13203	0.04
18231	3168	0.6
18231	8423	0.31
18231	1178	0.78
18231	2747	0.51
18231	1745	0.08
18231	2577	0.88
23234	14059	0.82
23234	3581	0.93
23234	13161	0.94
26870	129	0.72
26870	6147	0.31
26870	14498	0.12
26870	9920	0.21
5744	28959	0.08
5744	11412	0.8
5744	21490	0.74
5744	14275	0.73
5744	2601	0.66
5744	18298	0.48
5744	5387	0.72
8454	404	0.66
8454	7644	0.03
8454	13362	0.65
8454	21364	0.39
851	4711	0.96
851	23663	0.28
851	14833	0.14
851	5691	0.66
851	23230	0.81
851	18246	0.09
851	7237	0.79
8382	13522	0.09
8382	22229	0.64
8382	28555	0.58
8382	10267	0.85
8382	20544	0.39
8382	21509	0.53
19474	9180	0.1
19474	702	0.99
19474	5790	0.02
1670	2700	0.27
1670	27539	0.53
31315	14448	0.59
31315	11728	0.43
31315	3896	0.35
31315	12299	0.74
31315	7338	0.46
12871	11808	0.02
12871	29954	0.69
10558	4255	0.45
10558	15433	0.72
10558	10977	0.81
10558	15406	0.37
10558	415	0.38
10558	14169	0.1
10558	10081	0.85
10558	17169	0.68
2812	14195	0.35
2812	6479	0.56
2812	11329	0.91
2812	16310	0.87
2812	9819	0.66
2812	10738	0.65
2812	4562	0.24
2812	32470	0.93
10253	24246	0.79
11191	555	0.04
11191	7060	0.98
11191	2385	0.18
11191	5835	0.77
11191	8227	0.32
11191	9436	0.02
11191	4722	0.9
11191	4116	0.76
11191	10550	0.59
11191	2267	0.33
11191	4388	0.35
11191	15156	0.77
11191	32953	0.91
11191	14077	0.33
11191	13266	0.61
11191	3622	0.44
11191	2182	0.79
11191	1008	0.47
11191	8801	0.63
11191	29485	0.13
11191	2831	0.51
11191	12055	0.65
11191	9665	0.25
11191	10013	0.33
11191	14086	0.63
11191	11316	0.26
11191	11174	0.93
11191	3407	0.86
11191	2842	0.8
11191	15351	0.85
11191	3157	0.45
11191	30778	0.68
11191	28864	0.96
11191	18191	0.58
11191	26656	0.69
11191	7696	0.32
11191	5833	0.02
11191	24860	0.16
11191	14286	0.33
11191	8485	0.5
11191	11614	0.94
11191	26544	0.5
11191	2137	0.1
11191	5861	0.09
11191	8414	0.93
11191	27481	0.42
12896	14472	0.82
12896	14262	0.04
12896	7097	0.79
12896	12802	0.98
12896	9893	0.4
12896	16039	0.33
12896	23132	0.78
12896	22804	0.93
12896	27018	0.48
12896	26041	0.3
12896	18540	0.46
17950	4380	0.45
17950	16184	0.05
17950	10497	0.71
17950	4905	1.0
17950	5586	0.45
12537	26444	0.73
9305	9819	0.75
9305	14320	0.22
9305	11621	0.83
9305	16294	0.97
7358	33942	0.47
7358	9778	0.67
7358	32605	0.93
7358	2524	0.41
7358	9806	0.92
7358	29272	0.01
7358	27884	0.11
7358	3064	0.24
7358	4862	0.61
7358	7912	0.05
7358	6498	0.18
7358	3786	0.01
7358	10475	0.78
7358	9048	0.06
7358	11373	0.72
7358	12431	0.1
7358	15222	0.02
7358	14608	0.66
7358	6781	0.62
7358	4161	0.98
7358	1713	0.82
7358	11223	0.45
7358	11538	0.4
7358	7377	0.7
7358	34177	0.52
7358	523	0.53
7358	11406	0.14
7358	11103	0.27
7358	8457	0.48
7358	1153	0.14
7358	3869	0.3
7358	13393	0.82
7358	8813	0.23
7358	16340	0.94
7358	9875	0.77
7358	15023	0.8
7358	13747	0.4
7358	8939	0.25
7358	108	0.23
7358	2594	0.94
7358	4695	0.36
7358	9129	0.73
7358	1387	0.63
7358	33307	0.63
7358	8314	0.02
7358	13151	0.99
7358	6143	0.86
7358	11836	0.76
7358	2204	0.99
7358	34127	0.81
7358	4595	0.9
7358	32116	0.99
7358	2457	0.76
7358	5704	0.04
7358	12006	0.4
7358	25483	0.22
7358	291	0.95
7358	12682	0.58
7358	24313	0.51
7358	8152	0.93
7358	2219	0.39
7358	5345	0.67
7358	9526	0.15
7358	11574	0.08
3910	13491	0.68
3910	26855	0.84
3910	29846	0.64
3910	26492	0.32
3910	26749	0.91
3910	26261	0.6
3910	26535	0.11
3910	7275	0.97
3910	10562	0.88
3910	26551	0.78
3910	26481	0.38
3910	26589	0.83
3910	26951	0.07
3910	30985	0.75
3910	10763	0.3
3910	26516	0.51
3910	10462	0.46
3910	26432	0.29
3910	26461	0.42
3910	26462	0.77
3910	26408	0.47
33767	1771	0.29
33767	10182	0.59
33767	12522	0.49
33767	3714	0.83
33767	11995	0.99
1445	7830	0.6
1445	15568	0.26
1445	32479	1.0
8822	5321	1.0
8822	15898	0.22
8822	2001	0.06
8822	4494	0.02
8822	14403	0.97
8822	4204	0.05
8822	149	0.69
8822	10457	0.59
8822	9796	0.38
8822	6167	0.74
8822	14715	0.19
8822	12350	0.84
8822	14983	0.13
8822	11271	0.92
8822	12005	0.22
8822	12880	0.35
8822	14566	0.48
8822	5430	0.37
8822	13585	0.84
8822	4660	0.78
8822	7464	0.85
8822	6801	0.7
8822	10805	0.25
8822	2739	0.79
8822	19010	0.93
8822	7733	0.42
8822	2540	0.96
8822	10122	0.93
8822	7076	0.1
8822	1608	0.83
6574	19129	0.21
20151	13378	0.72
20151	2506	0.16
20151	5012	0.38
20151	13354	0.64
20151	1362	0.02
20151	15569	0.91
22283	4310	0.35
22283	15416	0.6
22283	5913	0.38
6247	28077	0.36
14177	13319	0.76
14177	6663	0.57
14177	26858	0.74
14177	926	0.61
22941	5992	0.86
22941	5651	0.12
22941	5679	0.38
18675	6553	0.72
18675	4221	0.93
18675	3895	0.36
18675	9554	0.44
18675	15427	0.05
18675	5833	0.1
18675	11134	0.66
1355	28330	0.87
9229	28073	0.84
28175	9932	0.41
5907	24870	0.03
5907	6663	0.47
5907	1457	0.41
5907	5861	0.31
5907	3896	0.42
5907	13319	0.28
5907	4880	0.53
5907	8463	0.54
5907	10014	0.4
20627	13465	0.09
20627	14715	0.5
20627	14508	0.52
20627	1352	0.33
20627	14731	0.12
8108	29213	0.2
8108	3548	0.86
8108	769	0.02
8108	11316	0.73
8108	4157	0.79
8108	2463	0.87
12792	32622	0.09
12792	28657	0.85
1180	30267	0.78
20008	4525	0.36
20008	12269	0.4
20008	2162	0.99
20008	12727	0.19
20008	8519	0.67
20008	13287	0.11
20008	3808	0.18
20008	9950	0.98
12727	26191	0.55
12727	23509	0.46
12727	19939	0.57
12727	21759	0.55
12727	20230	0.28
12727	20678	0.3
12727	22430	0.59
12727	21249	0.96
12727	26189	0.37
12727	20305	0.79
12727	20034	0.4
12727	30621	0.06
12727	26192	0.2
12727	20236	0.11
12727	23506	0.46
12727	21250	0.43
12727	23501	0.27
12727	27545	0.07
12727	19894	0.47
12727	23508	0.17
12727	29491	0.97
12727	20135	0.77
12727	26190	0.96
12727	19401	0.14
12727	23288	0.05
12727	20296	0.9
12727	23507	0.77
12727	21741	0.85
12727	20231	0.49
12727	20314	0.37
12727	22445	0.83
12727	26183	0.72
12727	33570	0.44
12727	20306	0.28
12727	21012	0.89
12727	26213	0.94
12727	31331	0.95
12727	19895	0.81
12727	19975	0.58
12727	20334	0.94
12727	20232	0.1
12727	21714	0.1
12727	20032	0.17
12727	21005	0.84
12727	21740	0.15
12727	26184	0.74
12727	20030	0.39
12727	20215	0.1
12727	19402	0.73
12727	22632	0.62
12727	23505	0.02
12727	21248	0.13
11785	15182	0.35
11785	30374	0.58
11785	1616	0.81
11785	1770	0.07
11785	26284	0.11
11785	10500	0.19
3700	28968	0.07
21763	6458	0.33
21763	9864	0.09
21763	245	0.74
21763	12429	0.74
25675	7598	0.26
25675	11478	0.92
25675	7101	0.02
4240	19603	0.3
4240	32173	0.76
22031	10215	0.71
22031	1986	0.68
22031	9714	0.31
22031	8150	0.23
22031	662	0.15
22031	9107	0.38
22031	2036	0.99
28022	14702	0.67
28022	10523	0.01
28022	7589	0.63
28022	693	0.53
28022	5678	0.89
28022	11307	0.77
28022	11490	0.43
15850	1460	0.81
15850	11192	0.33
15850	20620	0.79
15850	10791	0.39
15850	4131	0.34
15850	8485	0.35
28941	12131	0.61
28941	15671	0.52
28941	13311	0.82
28941	4759	0.55
28941	14275	0.72
28941	4207	0.97
11953	11226	0.53
11953	18512	0.47
11953	14622	0.9
11953	14680	0.55
11953	5767	0.43
11953	14381	0.02
11953	3366	0.61
11953	5603	0.13
11953	4282	0.17
11953	1159	0.99
11953	15748	0.45
11953	29511	0.73
11953	10248	0.0
11953	31809	0.33
11953	13320	0.35
11953	12021	0.65
11953	29932	0.53
11953	5287	0.54
11953	15760	0.33
11953	11242	0.02
11953	9893	0.19
11953	11172	0.78
11953	14142	0.38
11953	3870	0.58
11953	1494	0.86
11953	22157	0.91
11953	2055	0.68
11953	13931	0.47
11953	11783	0.47
11953	19774	0.44
11953	14906	0.92
11953	22824	0.11
33589	15029	0.44
33589	3605	0.85
33589	12693	0.0
8486	3238	0.29
8486	12857	0.98
8486	31497	0.04
8486	15141	0.56
8486	31226	0.98
8486	21015	0.58
9489	26283	0.84
9489	26480	0.58
9489	26430	0.61
9489	26388	0.01
9489	26261	0.35
9489	10462	0.45
9489	26465	0.09
9489	29390	0.37
9489	26461	0.75
9489	22323	0.04
6739	33145	0.66
6739	9797	0.22
6739	14421	0.43
21497	2868	0.68
21497	3513	0.52
21497	4436	0.07
21497	9002	0.9
21497	14930	0.6
21497	11259	0.99
9721	10247	0.81
9721	31823	0.19
9721	10095	0.13
9721	2959	0.32
22997	11629	0.38
22997	2003	0.4
22997	7751	0.91
22997	13902	0.41
4346	23400	0.15
4346	29134	0.63
4346	4105	0.81
8487	2581	0.68
8487	31967	0.16
8487	31211	0.17
8487	16824	0.16
8487	24175	0.08
8487	9322	0.22
8487	11034	0.27
8487	14009	0.82
8487	8510	0.13
8487	30913	0.5
8487	31207	0.4
8487	6419	0.59
8487	30915	0.4
8487	10341	0.52
8487	31121	0.25
8487	837	0.45
8487	32714	0.35
8487	8410	0.29
8487	2055	0.21
8487	5462	0.52
8487	25115	0.72
8487	15973	0.9
8487	14991	0.9
8487	29270	0.02
8487	7922	0.2
8487	27727	0.65
8487	8766	0.31
8487	1376	0.23
8487	4226	0.48
8487	14730	0.75
8487	9881	0.51
8487	22925	0.74
8487	12710	0.22
8487	2007	0.52
8487	839	0.7
8487	30672	0.41
8487	21340	0.35
8487	24060	0.2
8487	33374	0.53
8487	21033	0.59
8487	9650	0.07
8487	7825	0.49
8487	31021	0.42
8487	1986	0.49
8487	10305	0.34
8487	27782	0.88
8487	23553	0.09
6241	8303	0.3
6241	33637	0.79
6241	12082	0.6
6241	11642	0.41
6241	423	0.8
6241	1902	0.26
6241	8702	0.43
6241	3189	0.85
6241	6329	0.55
6241	11476	0.89
6241	9058	0.67
6241	11555	0.74
6241	7904	0.41
6241	16171	0.39
6241	1365	0.24
6241	10931	0.09
6241	6241	0.7
18070	15851	0.32
18070	5481	0.64
18070	2752	0.31
18070	56	0.43
20855	9898	0.09
20855	1028	0.14
20855	2264	0.18
20855	11941	0.27
20855	1473	0.57
20855	4534	0.23
20855	15342	0.01
16020	26471	0.97
16020	29111	0.66
16020	7387	0.48
16020	19703	0.62
16020	12819	0.27
16020	14415	0.38
16020	8974	0.45
16020	15805	0.01
16020	16631	0.5
16020	9490	0.66
16020	627	0.65
16020	19506	0.43
16020	18136	0.47
16020	17001	0.39
16020	15335	0.84
16020	7550	0.87
16020	3546	0.9
16020	16951	0.55
16020	33527	0.27
16020	11121	0.97
16020	22385	0.78
31451	4026	0.1
31451	4423	0.3
31451	9722	0.07
31451	13697	0.92
31451	13414	0.67
31451	3023	0.04
8103	15743	0.95
8103	20006	0.35
8103	10954	0.03
8103	25094	0.96
8103	15764	0.46
15361	26573	0.14
15808	34006	0.77
27201	1856	0.45
27201	2354	0.51
27201	13678	0.27
27201	5961	0.08
27201	9735	0.8
13184	3855	0.7
13184	11681	0.11
13184	16123	0.89
13184	14629	0.08
13184	18381	0.12
13184	15010	0.04
13184	345	0.09
13184	10153	0.66
13184	7809	0.99
13184	46	0.28
5741	4421	0.24
5741	4131	0.64
5741	14659	0.13
5741	24808	0.25
5741	4167	0.6
15342	4711	0.15
15342	13579	0.86
15342	13821	0.96
15342	15501	0.75
15342	4246	0.35
15342	6408	0.27
15342	11279	0.39
15342	24926	0.39
15342	7714	0.53
15342	16011	0.96
15342	2708	0.54
15342	13394	0.73
15342	15472	0.38
15342	11307	0.2
15342	245	0.68
15342	3154	0.5
15342	3981	0.61
15342	8019	0.38
15342	13089	0.22
15342	4412	0.36
15342	10462	0.19
15342	9472	0.43
15342	10472	0.28
15342	14836	0.74
15342	17791	0.2
15342	8650	0.64
9282	5702	0.98
9282	19698	0.1
9282	18577	0.2
9282	880	0.05
9282	8144	0.53
9282	15348	0.49
9282	31020	0.69
9282	7238	0.27
9282	13677	0.81
9282	22498	0.24
9282	6830	0.27
9282	13907	0.81
9282	8974	0.06
9282	16715	0.4
9282	14673	0.47
9282	15470	0.96
9282	15045	0.26
9282	7847	0.01
9282	19808	0.77
9282	28857	0.9
9282	17958	0.41
9282	7929	0.92
9282	12171	0.59
9282	13362	0.39
9282	29112	0.47
9282	16138	0.06
9282	5884	0.96
9282	28449	0.91
9282	2055	0.03
9282	7507	0.3
9282	28733	0.64
9282	13570	0.34
9282	4463	0.46
9282	11692	0.38
9282	22459	0.11
14983	2934	0.4
14983	11752	0.88
14983	7750	0.47
14983	9516	0.45
14983	6167	0.64
14983	12350	0.92
14983	8824	0.32
14983	6408	0.1
14983	4289	0.78
14983	21547	0.85
14983	13689	0.92
14983	20331	0.46
14983	13585	0.95
14983	15158	0.31
14983	20405	0.66
14983	6788	0.2
14983	10805	0.89
14983	7588	0.06
14983	4204	0.01
14983	28523	0.98
14983	29288	0.17
14983	8792	0.63
14983	10462	0.3
14983	20555	0.81
14983	12658	0.17
14983	2260	0.74
14983	21838	0.58
4188	21697	0.23
12970	31755	0.18
12970	8511	0.0
12970	30451	0.82
27559	4886	0.41
27559	6291	0.3
27559	10155	0.97
27559	7587	0.8
27559	2526	0.8
32626	5195	0.06
32626	8336	0.13
32626	3066	0.37
32626	7029	0.95
32626	3903	0.39
32626	6559	0.12
7849	1734	1.0
7849	16573	0.92
28053	14612	0.17
28053	1838	0.45
28053	3712	0.12
28053	904	0.12
10992	29357	0.82
10992	3964	0.34
10992	33576	0.92
10992	1682	0.78
10992	31137	0.83
13508	29640	0.72
13508	22036	0.48
13508	22618	0.53
13508	23067	0.93
13508	10153	0.66
13508	17604	0.84
9991	32343	0.1
5232	23505	0.54
5232	10462	0.6
29885	3705	0.32
930	15308	0.1
930	4063	0.48
930	15263	0.4
930	27586	0.49
930	13197	0.58
930	11105	0.74
930	741	0.21
930	9599	0.13
930	3409	0.35
930	16229	0.11
930	2681	0.48
13207	25260	0.59
13207	25570	0.91
13207	12007	0.92
13207	24998	0.99
13207	3117	0.07
13207	13592	0.1
13207	873	0.23
13207	27293	0.77
13207	3402	0.9
13207	15535	0.12
13202	18267	0.33
13202	13463	0.71
13202	10014	0.02
13202	7827	0.18
13202	6302	0.19
12079	20949	0.25
12079	17800	0.06
12079	28539	0.85
12079	9565	0.27
12079	10462	0.22
12079	26124	0.34
12079	15427	0.04
12079	26317	0.25
12079	18028	0.74
12079	12295	0.69
12079	25454	0.05
11850	1797	0.27
11850	10532	0.82
11850	11316	0.75
11850	30774	0.26
11850	259	0.36
11850	7490	0.7
12157	33422	0.82
12157	33674	0.47
12157	18376	0.26
12157	6060	0.2
12157	3070	0.14
4131	4886	0.99
4131	16098	0.74
4131	8677	0.63
4131	5507	0.16
4131	13591	0.1
4131	5197	0.92
4131	13677	0.02
4131	27466	0.87
4131	13821	0.93
4131	15294	0.61
4131	12749	0.48
4131	6137	0.88
4131	14629	0.19
4131	9951	0.71
4131	1490	0.34
4131	7558	0.19
4131	27501	0.43
4131	12672	0.16
4131	11167	0.64
4131	12349	0.22
4131	13994	0.47
4131	5317	0.99
4131	8080	0.41
4131	12055	0.63
4131	13239	0.15
4131	14275	0.87
4131	5293	0.23
4131	7920	0.16
4131	2310	0.33
4131	4167	0.17
4131	9237	0.56
4131	9906	0.84
4131	883	0.12
4131	3235	0.8
4131	15161	0.48
4131	11810	0.55
4131	6696	0.31
4131	11510	0.18
4131	12856	0.77
4131	10334	0.93
4131	3159	0.05
4131	10161	0.87
4131	15998	0.97
4131	12632	0.04
4131	8606	0.31
4131	497	0.75
4131	6449	0.69
4131	14504	0.72
4131	9947	0.24
4131	14449	0.49
4131	11280	0.08
4131	13144	0.14
4131	32205	0.72
4131	6746	0.11
4131	10791	0.16
4131	4593	0.43
4131	4470	0.07
4131	9140	0.58
4131	5070	0.78
4131	2297	0.58
4131	9933	0.98
4131	7018	0.48
4131	4892	0.79
4131	30252	0.05
4131	4026	0.52
4131	11819	0.26
4131	11000	0.26
4131	15888	0.13
4131	10700	0.57
4131	15533	0.57
4131	2152	0.49
4131	6509	0.31
4131	1364	0.96
4131	7515	0.36
4131	1132	0.8
4131	843	0.02
4131	12215	0.69
4131	5486	0.49
4131	13527	0.86
4131	3960	0.08
4131	327	0.68
4131	339	0.99
4131	7320	0.3
4131	2055	0.34
4131	7941	0.58
4131	4851	0.99
4131	11121	0.26
4131	10564	0.78
4131	9972	0.0
4131	8189	0.57
4131	7009	0.86
4131	471	0.11
4131	11955	0.59
4131	13305	0.53
4131	2969	0.1
4131	15792	0.24
4131	14593	0.39
4131	6485	0.53
4131	9168	0.82
4131	12101	0.47
4131	14394	0.87
4131	4299	0.3
4131	229	0.67
4131	2060	0.81
4131	2237	0.83
4131	14592	0.39
4131	11020	0.16
4131	10131	0.98
4131	8654	0.87
4131	10531	0.87
4131	10944	0.47
4131	881	0.33
4131	4670	0.82
4131	7297	0.03
4131	4119	0.5
4131	3999	0.79
4131	1185	0.89
4131	13603	0.02
4131	12084	0.77
24077	4579	0.64
24077	7227	0.68
24077	14501	0.06
24077	5419	0.39
24077	13623	0.98
24077	7492	0.44
24077	6530	0.94
27082	1679	0.28
27082	14358	0.78
27082	2668	0.74
27082	7810	0.51
27082	12255	0.56
21015	2890	0.52
21015	1387	0.52
21015	8178	0.99
24699	4311	0.17
24699	8206	0.51
24699	10999	0.53
24699	3070	0.2
9585	5034	0.22
9585	11488	0.87
9585	1746	0.14
9585	8513	0.17
9585	7329	0.86
9585	4316	0.62
9585	15677	0.03
9585	10071	0.58
9585	1929	0.28
9585	11687	0.59
9585	4620	0.43
9585	27324	0.01
9585	8814	0.03
9585	2114	0.6
30327	9079	0.46
7863	12386	0.09
7863	30460	0.77
7863	28040	0.46
7863	19711	0.44
7863	19684	0.54
7863	6678	0.09
7863	10459	0.49
7863	30258	0.47
7863	8031	0.54
7863	19207	0.08
7863	14178	0.87
7863	23304	0.24
7863	17736	0.11
7863	15765	0.08
25510	10064	0.51
18556	12159	0.64
18556	70	0.73
18556	8991	0.48
18556	79	0.41
18556	12238	0.13
18556	3254	0.04
3190	28641	0.45
3190	18383	0.94
3190	9824	0.01
1490	14223	0.14
1490	248	0.0
1490	22157	0.38
1490	995	0.88
1490	6935	0.48
1490	7180	0.63
1490	3289	0.63
1490	11504	0.01
1490	11539	0.51
1490	3014	0.27
1490	9431	0.45
1490	8020	0.7
1490	6713	0.26
1490	2779	1.0
1490	2907	0.09
1490	15419	0.58
1490	10277	0.96
1490	11316	0.55
1490	10742	0.29
1490	10531	0.88
1490	14592	0.9
1490	3795	0.16
1490	2269	0.85
1490	9990	0.5
2196	15316	0.03
2196	11681	0.44
2196	32488	0.69
2196	10936	0.78
2196	3034	0.9
2196	6162	0.04
2196	10951	0.67
2196	3351	0.85
2196	12500	0.53
2196	4085	0.38
2196	3771	0.17
2196	15217	0.86
5341	11488	0.23
5341	531	0.82
5341	13372	0.2
5341	14622	0.12
5341	11742	0.84
5341	30927	0.81
5341	16706	0.83
5341	27222	0.7
5341	13669	0.21
5341	12075	0.71
5341	10815	0.39
5341	11897	0.72
5341	8627	0.44
5341	8814	0.5
5341	33244	0.88
5341	33358	0.07
5341	16087	0.52
5341	2358	0.09
5341	13298	0.82
5341	27103	0.64
5341	2839	0.21
5341	11242	0.01
5341	3019	0.39
5341	1556	0.75
5341	2040	0.28
5341	11923	1.0
5341	9111	0.38
5341	4631	0.52
5341	11259	0.83
5341	423	0.56
5341	1181	0.97
5341	15106	0.29
5341	11233	0.29
5341	32031	0.33
5341	34084	0.12
5341	966	0.96
5341	14439	0.21
5341	13556	0.92
5341	32574	0.29
5341	6073	0.6
5341	13680	0.75
1143	9604	0.85
1143	11618	0.52
1143	28583	0.19
1143	522	0.37
1143	12939	0.21
1143	13818	0.3
1143	28772	0.88
1143	11252	0.32
1143	33461	0.35
1143	6006	0.13
1143	10329	0.97
1143	1028	0.88
1143	14616	0.14
1143	9573	0.69
1143	15013	0.95
1143	13320	0.8
1143	14568	0.53
1143	7194	0.83
1143	15493	0.8
1143	10733	0.14
1143	18168	0.82
1143	27820	0.19
1143	17276	0.96
1143	1679	0.5
1143	11861	0.91
1143	23455	0.16
1143	18454	0.64
1143	24677	0.13
1143	18605	0.0
1143	13710	0.95
1143	28847	0.26
1143	18363	0.11
1143	9304	0.17
1143	15720	0.08
1143	3486	0.67
1143	10462	0.57
1143	4058	0.89
1143	8016	0.93
1143	11637	0.03
1143	8496	0.41
11072	23047	0.18
11072	11619	0.36
11072	10095	0.03
11072	22885	0.21
11072	16658	0.79
11072	23132	0.07
11072	14113	0.24
26214	3859	0.17
26214	11393	0.31
26214	11048	0.03
26214	11869	0.95
26214	15524	0.71
26214	919	0.42
26214	8587	0.17
